C2,35.60,40.40,270.00,0.1uF,CAPC1608X85
C3,14.10,12.20,90.00,0.1uF,CAPC1608X85
J1,17.20,4.30,180.00,MOLEX_52465-1870,MOLEX_52465-1870
U2,31.30,33.70,270.00,ANALOG_DEVICES_ADG731BSUZANALOG_DEVICES_ADG731BSUZ_0_0,ANALOG_DEVICES_ADG731BSUZ_0
U3,18.20,18.70,90.00,ANALOG_DEVICES_ADG731BSUZANALOG_DEVICES_ADG731BSUZ_0_0,ANALOG_DEVICES_ADG731BSUZ_0
