C1,14.40,41.20,270.00,0.1uF,CAPC1608X85
C4,36.00,12.00,90.00,0.1uF,CAPC1608X85
C5,19.00,5.30,180.00,10uF,CAPC2012X110
U1,18.20,33.70,270.00,ANALOG_DEVICES_ADG731BSUZANALOG_DEVICES_ADG731BSUZ_0_0,ANALOG_DEVICES_ADG731BSUZ_0
U4,31.30,18.70,90.00,ANALOG_DEVICES_ADG731BSUZANALOG_DEVICES_ADG731BSUZ_0_0,ANALOG_DEVICES_ADG731BSUZ_0
